,ID,Sentence,Actual Aspect Terms,Actual Sentiment Terms,Actual Polarities,Generated Aspect Terms,Generated Sentiment Terms,Generated Polarities
156,1435,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,"['charger', 'hardware']","[[], []]","['negative', 'negative']","['charger', 'hardware', 'computer']","[['stopped'], ['new', 'buy'], ['keep']]","[None, None, None]"
157,1361,"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",['cd drive'],[[]],['negative'],"['cd drive', 'computer drive', 'purpose', 'files']","[['is'], ['is'], ['defeats'], ['keeping']]","[None, None, None, None]"
158,69,"Acer has set me up with FREE recovery discs, when they are available since I asked.",['recovery discs'],[[]],['positive'],"['Acer', 'discs']","[['set'], ['FREE']]","[None, None]"
159,131,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!","['ethernet', 'works']","[[], []]","['positive', 'positive']","['dad', 'Toshibas']","[['has'], ['first']]","[None, None]"
160,1455,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!","['service rep', 'power adapter']","[[], []]","['neutral', 'negative']","['service rep', 'girlfriend', 'power adapter', 'adapter problem', 'incident']","[[], ['having'], [], ['same', 'having'], ['isolated']]","[None, None, None, None, None]"
161,1196,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.","['machined aluminum frame', 'keyboard']","[[], []]","['positive', 'positive']","['aluminum frame', 'keyboard']","[['solid', 'machined', 'love'], ['best']]","[None, None]"
162,301,It's fast and has excellent battery life.,['battery life'],[[]],['positive'],['battery life'],"[['excellent', 'has']]",[None]
163,1299,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,"['ram', 'performance', 'surf the web']","[[], [], []]","['positive', 'positive', 'positive']","['ram', 'gigs', 'performance', 'stuff', 'web', 'lot']","[['comes'], ['sporting'], ['high'], ['more', 'handle'], ['surf'], ['whole']]","[None, None, None, None, None, None]"
164,1238,"We love the size of the screen, although it is still lightweight and very easy to tote around.","['size of the screen', 'tote']","[[], []]","['positive', 'positive']",['screen size'],[['love']],[None]
165,706,"The 4 USB ports are nice, but the two on the side only work now and then.",['USB ports'],[[]],['conflict'],['ports'],[['nice']],[None]
166,511,The capabilities using that program alone made me want a Mac.,['program'],[[]],['positive'],"['capabilities', 'program', 'Mac.']","[['made'], ['using'], ['want']]","[None, None, None]"
167,241,"Once open, the leading edge is razor sharp.",['leading edge'],[[]],['negative'],['edge'],"[['leading', 'sharp']]",[None]
168,548,"The design is awesome, quality is unprecedented.","['design', 'quality']","[[], []]","['positive', 'positive']","['design', 'quality']","[['awesome'], ['unprecedented']]","[None, None]"
169,188,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).","['inbuilt applications', 'Software']","[[], []]","['negative', 'negative']",['Software'],[['inbuilt']],[None]
170,761,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.","['performance specs', 'features']","[[], []]","['neutral', 'neutral']","['specs', 'features']","[['other'], ['standard']]","[None, None]"
171,880,the laptop preformed pretty well.,['preformed'],[[]],['positive'],['laptop'],[['preformed']],[None]
172,1035,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","['battery', 'charge']","[[], []]","['neutral', 'negative']","['circle', 'middle x', 'battery', 'charge']","[['small', 'red', 'is'], [], ['replacing'], ['full', 'hold']]","[None, None, None, None]"
173,871,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",['recovery DVDs'],[[]],['positive'],"['Acer', 'DVDs']","[['contacted'], ['FREE', 'giving']]","[None, None]"
174,952,It is extremely portable and easily connects to WIFI at the library and elsewhere.,['connects to WIFI'],[[]],['positive'],[],[],[]
175,987,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,['mouse'],[[]],['conflict'],"['mouse', 'bit', 'flat panel', 'bar panel', 'ones']","[['different'], ['little'], ['big', 'has'], ['full', 'big', 'has'], ['separate']]","[None, None, None, None, None]"
176,284,It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,['software'],[[]],['negative'],"['something game', 'nature something']","[['download'], []]","[None, None]"
177,526,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.","['Snow Leopard', 'CPU', 'Office Mac applications', 'Word', 'Excel', 'spinning wheel']","[[], [], [], [], [], []]","['positive', 'negative', 'negative', 'negative', 'negative', 'negative']","['Leopard', 'CPU bit', 'spinning wheel', 'applications']","[['running'], ['antiquated'], ['occasional', 'appear'], ['running']]","[None, None, None, None]"
178,596,It has a faster processor and more ram.,"['processor', 'ram']","[[], []]","['positive', 'positive']",['ram processor'],"[['more', 'faster', 'has']]",[None]
179,1095,THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,['KEYBOARD FUNCTION'],[[]],['negative'],"['PROBLEM', 'KEYBOARD FUNCTION']","[['FIRST', 'IS'], ['UNSATISFACTORY']]","[None, None]"
180,612,"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",['speed'],[[]],['positive'],"['speed', 'power']","[['gives'], ['gives']]","[None, None]"
181,610,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,"['system memory', 'radeon 5850', 'DDR5', 'DDR3']","[[], [], [], []]","['negative', 'negative', 'positive', 'negative']","['laptop', 'system memory', 'DDR5']","[['perfect'], ['faster', 'have'], ['have']]","[None, None, None]"
182,110,lots of preloaded software.,['preloaded software'],[[]],['positive'],['software'],[['preloaded']],[None]
183,1293,"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",['quality'],[[]],['positive'],['quality laptop'],"[['expensive', 'lasting']]",[None]
184,123,"Great battery, speed, display.","['battery', 'speed', 'display']","[[], [], []]","['positive', 'positive', 'positive']",['speed battery'],[['Great']],[None]
185,410,"Bigger HD, better graphics card, and a bid HD.","['HD', 'HD', 'graphics card']","[[], [], []]","['positive', 'positive', 'positive']","['card HD', 'bid HD', 'HD HD']","[['better', 'Bigger'], ['Bigger'], ['Bigger', 'Bigger']]","[None, None, None]"
186,281,The battery life was shorter than expected.,['battery life'],[[]],['negative'],['battery life'],[['shorter']],[None]
187,607,"They say it could be the motherboard again, but Dell",['motherboard'],[[]],['negative'],[],[],[]
188,1369,The layout of the MacBook is horrible and confusing;,['layout'],[[]],['negative'],['layout'],[['horrible']],[None]
189,472,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,['extended warrenty'],[[]],['negative'],"['Toshiba', 'warrenty', 'nothing']","[['aware', 'do'], ['extended'], ['do']]","[None, None, None]"
190,464,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","['web browsing', 'uploading photos', 'watching movies', 'creating presentations']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['hiccups', 'web browsing', 'photos browsing', 'movies', 'presentations']","[['have'], [], [], ['watching'], ['creating']]","[None, None, None, None, None]"
191,345,The switchable graphic card is pretty sweet when you want gaming on the laptop.,"['switchable graphic card', 'gaming']","[[], []]","['positive', 'neutral']",['graphic card'],"[['switchable', 'sweet']]",[None]
192,1340,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,['speakers'],[[]],['negative'],"['speakers', 'ones', 'planning', 'something']","[['terrible'], ['cheapest'], ['listen'], ['get', 'better']]","[None, None, None, None]"
193,1304,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,['OS'],[[]],['neutral'],['OS'],[['reload']],[None]
194,1071,The only bad thing about it is they give you the worst batteries possible.,['batteries'],[[]],['negative'],"['thing', 'batteries']","[['only', 'bad', 'is'], ['worst', 'give', 'possible']]","[None, None]"
195,547,10 plus hours of battery...,['battery'],[[]],['positive'],[],[],[]
196,780,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.","['customer support', 'performance', 'safety feature']","[[], [], []]","['positive', 'neutral', 'neutral']","['customer support', 'safety feature', 'performance', 'message']","[['called'], [], ['affect'], ['hide']]","[None, None, None, None]"
197,1118,I'm tired of the inept service.,['service'],[[]],['negative'],['service'],[['inept']],[None]
198,68,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","['battery life', 'battery life', 'gaming', 'movie playing', 'web browsing', 'word editing']","[[], [], [], [], [], []]","['positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral']","['hour life', 'battery life', 'web browsing', 'word editing', 'editing browsing', 'office classroom', 'movie gaming', 'battery life']","[['has', 'have'], ['has', 'have'], ['doing'], [], ['doing'], [], [], ['has', 'have']]","[None, None, None, None, None, None, None, None]"
199,1088,The backlit keys are wonderful when you are working in the dark.,['backlit keys'],[[]],['positive'],['keys'],[['wonderful']],[None]
200,542,"Beta had better quality, but VHS became the industry standard.","['quality', 'VHS']","[[], []]","['conflict', 'conflict']","['Beta', 'quality', 'VHS', 'industry standard']","[['had'], ['better', 'had'], ['became'], []]","[None, None, None, None]"
201,451,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).","['hinge', 'LCD']","[[], []]","['negative', 'neutral']","['girlfriend', 'hinge', 'LCD']","[['realized'], ['loose'], ['close']]","[None, None, None]"
